"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DAD1",2.33653357766361e-15,-0.384118296583,0.455,0.52,4.28520258143505e-11
"LSM8",2.39428438712733e-15,0.478252285318667,0.492,0.37,4.39111756599152e-11
"MRPL51",2.39611861367355e-15,0.496037648663154,0.374,0.262,4.39448153747729e-11
"C19orf60",2.45061878320675e-15,0.275803175949819,0.492,0.382,4.49443484840119e-11
"FBXO44",2.45148667554138e-15,-1.76718484491579,0.027,0.081,4.49602656294289e-11
"TRAPPC4",2.4592234823112e-15,-0.935109359065888,0.111,0.185,4.51021586655874e-11
"AGMAT",2.49749152252434e-15,-3.30222443461083,0.006,0.042,4.58039945230965e-11
"EIF2AK1",2.50871322371977e-15,-0.82019101850034,0.129,0.183,4.60098005230205e-11
"TJP2",2.56285983250491e-15,2.20083871457541,0.048,0.011,4.70028493281401e-11
"UPF3A",2.59727055230549e-15,-0.765154669697741,0.148,0.198,4.76339419292826e-11
"NCEH1",2.63867279466014e-15,2.3287343928013,0.042,0.008,4.8393259054067e-11
"SWAP70",2.64915671255628e-15,-0.993067395441509,0.092,0.121,4.85855341082821e-11
"PSMC5",2.74049866691887e-15,-0.452315155861063,0.31,0.366,5.0260745551292e-11
"KRR1",2.79889446394688e-15,-0.85246034163136,0.124,0.183,5.13317244687857e-11
"SLC25A40",2.80874593336925e-15,1.25735318644595,0.094,0.038,5.1512400417992e-11
"ADIPOR1",2.86520272801908e-15,0.700322784145755,0.239,0.145,5.254781803187e-11
"C15orf57",2.87488914322873e-15,-1.10819322563517,0.072,0.114,5.27254668868149e-11
"USE1",2.90663744803437e-15,-0.838580273147065,0.12,0.172,5.33077307969504e-11
"CDC42EP2",2.93403121275869e-15,2.79016895871179,0.034,0.005,5.38101324419943e-11
"CHCHD10",2.93607371167116e-15,0.411784684552661,0.48,0.36,5.3847591872049e-11
"PABPC4",2.99851640900005e-15,0.492364689258247,0.336,0.23,5.49927909410609e-11
"ACP1",3.03042286360669e-15,-0.614893832309629,0.238,0.309,5.55779553185466e-11
"HSP90B1",3.08442368145637e-15,0.359505982393965,0.553,0.431,5.65683303179099e-11
"PPP3CA",3.13588648570067e-15,0.443130498581469,0.242,0.159,5.75121581477503e-11
"TMEM129",3.14816951948618e-15,-1.63814799572695,0.036,0.086,5.77374289873765e-11
"RP3-473L9.4",3.18418024078737e-15,3.43752627859139,0.025,0.002,5.83978656160403e-11
"DHPS",3.18873520179873e-15,-0.818905422551462,0.144,0.215,5.84814036009888e-11
"CTBP1",3.19244365710302e-15,0.62455873143915,0.17,0.099,5.85494166712695e-11
"SDF2L1",3.27502584181004e-15,0.689880117386003,0.303,0.2,6.00639739387962e-11
"AFTPH",3.39957352681653e-15,0.74737387277557,0.183,0.103,6.23481784818152e-11
"ENO2",3.4138114662986e-15,-2.89803534995523,0.006,0.045,6.26093022919163e-11
"CERS6",3.43789613294516e-15,1.15802590285729,0.089,0.036,6.30510150782142e-11
"THBD",3.51421414692045e-15,3.51733789340477,0.025,0.002,6.4450687454521e-11
"SNHG12",3.53110766442472e-15,-1.6677376767101,0.032,0.082,6.47605145655494e-11
"PRKAG2",3.57353288533588e-15,0.750680492480023,0.194,0.112,6.553859311706e-11
"CCL28",3.57431020650064e-15,-2.59178907215257,0.011,0.051,6.55528491872218e-11
"RP11-426C22.5",3.69276664749472e-15,1.43252082082934,0.069,0.023,6.77253403150531e-11
"SERBP1",3.81715819840148e-15,-0.350423882628941,0.503,0.553,7.00066813586831e-11
"PWP1",3.85817875705226e-15,-0.980615006180688,0.095,0.151,7.07589984043385e-11
"IFNG",3.87947847754518e-15,-3.38021341956967,0.013,0.049,7.11496352781787e-11
"COBLL1",3.89622861919057e-15,-3.28211234473768,0.005,0.043,7.1456832875955e-11
"GBAS",3.93194337531783e-15,0.763738384858289,0.206,0.119,7.2111841503329e-11
"TOR4A",3.93219823261554e-15,1.89603879475734,0.052,0.013,7.2116515586169e-11
"FXYD1",4.38061853818562e-15,-2.94816003020858,0.008,0.048,8.03405439903242e-11
"MYBL1",4.44106469206496e-15,-2.43818763029222,0.011,0.055,8.14491264524714e-11
"TTC1",4.45677058561614e-15,-0.781558356584462,0.15,0.215,8.17371725402e-11
"SLC20A1",4.73749316825728e-15,0.808654032940198,0.202,0.116,8.68856247058386e-11
"PPIP5K2",4.9601494398013e-15,0.940698693918078,0.159,0.083,9.09691407259559e-11
"KCNC3",5.12313501159287e-15,2.70092733452274,0.033,0.005,9.39582961126133e-11
"FAM102B",5.15693301701243e-15,2.12544762576377,0.041,0.008,9.45781515320079e-11
"VAPB",5.16966767952021e-15,-1.72405953705157,0.031,0.078,9.48117052424007e-11
"USP15",5.17410122672544e-15,0.521285582393914,0.401,0.287,9.48930164981446e-11
"HM13",5.19756816318653e-15,0.471583966266036,0.305,0.21,9.53234001128409e-11
"WDR1",5.21115983337825e-15,-0.450891156600366,0.342,0.387,9.55726713441571e-11
"G6PC3",5.23443127666285e-15,1.09713640934253,0.094,0.04,9.59994696139967e-11
"CPAMD8",5.37784216985143e-15,5.43019313337218,0.018,0,9.86296253950752e-11
"CASP8",5.48949745821246e-15,-0.902536864529137,0.119,0.184,1.00677383383616e-10
"RAB33A",5.69867080472191e-15,-3.57291665383669,0.004,0.038,1.045136225586e-10
"ACYP1",5.70629293927514e-15,-1.54788323135362,0.039,0.092,1.04653412506306e-10
"CBFA2T3",5.97054246626038e-15,1.51445467804349,0.072,0.024,1.09499748831215e-10
"CDK2AP2",6.31785460848444e-15,-0.568617213314499,0.211,0.248,1.15869453519605e-10
"ADPRH",6.46464419247108e-15,2.33980658946818,0.044,0.01,1.1856157448992e-10
"PIAS1",6.49458764618663e-15,0.599030212392509,0.265,0.17,1.19110737431063e-10
"TOLLIP",6.60490397228618e-15,0.824547749059704,0.149,0.079,1.21133938851729e-10
"LGALS8",6.61991766347117e-15,0.827602922401391,0.188,0.105,1.21409289948061e-10
"SFT2D2",7.00480984014587e-15,0.717982435026914,0.161,0.089,1.28468212468275e-10
"ELP2",7.32206315471498e-15,-0.968297139732881,0.096,0.152,1.34286638257473e-10
"SRRM2",7.32968287462389e-15,-0.362197117109837,0.397,0.43,1.34426383920602e-10
"CD200",7.3359172339866e-15,-3.61808732652839,0.005,0.038,1.34540722071314e-10
"SCARF1",7.47286953500584e-15,3.73355700319263,0.023,0.002,1.37052427272007e-10
"NGLY1",7.47774690800113e-15,-1.01605156820282,0.091,0.151,1.37141878292741e-10
"PLCB1",7.62592680749975e-15,1.83043271638175,0.055,0.015,1.39859497649545e-10
"PTRHD1",7.67856786334495e-15,0.589715869618552,0.296,0.195,1.40824934613746e-10
"TCF7L2",7.75048861336977e-15,1.03081624556218,0.088,0.036,1.42143961169202e-10
"DNMT1",7.81091738230923e-15,-0.906297242909162,0.116,0.181,1.43252224791551e-10
"GABBR1",7.82670703974214e-15,1.74075587464717,0.062,0.019,1.43541807108871e-10
"FLVCR2",8.06703992985846e-15,2.83647723393991,0.033,0.005,1.47949512313604e-10
"SLC27A1",8.12289261066017e-15,1.57722440599749,0.067,0.022,1.48973850479508e-10
"LRRFIP2",8.21479155678297e-15,1.09644494346114,0.133,0.064,1.506592771514e-10
"CITED2",8.23248487575704e-15,-0.669154238597344,0.287,0.349,1.50983772621384e-10
"DBI",8.31169804975512e-15,0.331335206207732,0.578,0.457,1.52436542232509e-10
"RNF217",8.4270448545187e-15,4.4892228797446,0.021,0.001,1.54552002631873e-10
"C21orf59",8.79761757346709e-15,-1.28573741216702,0.058,0.116,1.61348306297386e-10
"SH3YL1",8.87181369430875e-15,-1.5429877636232,0.04,0.09,1.62709063153622e-10
"ARHGAP27",9.0168220260255e-15,0.860721360929975,0.147,0.077,1.65368515957308e-10
"MTERF4",9.11154949631506e-15,-0.935209951765712,0.104,0.17,1.67105817762418e-10
"SRGAP2",9.2628400245937e-15,1.34485052702816,0.084,0.032,1.69880486051048e-10
"IFITM2",9.31767709264911e-15,-0.346010606396017,0.667,0.668,1.70886197879185e-10
"TRMT112",9.33318895921822e-15,-0.355881312380368,0.518,0.579,1.71170685512062e-10
"VOPP1",9.41461303830302e-15,-0.993956665276128,0.101,0.176,1.72664003122477e-10
"FAM173A",9.45021245980521e-15,0.277678637552373,0.233,0.165,1.73316896512828e-10
"EBP",9.72187634771341e-15,-0.868192467123105,0.099,0.145,1.78299212217064e-10
"FSCN1",1.03024375147915e-14,2.00767417962644,0.035,0.007,1.88946704021276e-10
"PTPN6",1.03164415140454e-14,0.108185312478121,0.508,0.414,1.89203537367592e-10
"CCDC186",1.06329555054755e-14,-1.08161297574797,0.08,0.142,1.95008403970421e-10
"GLTP",1.07079088838006e-14,0.561628635092126,0.259,0.168,1.96383048928903e-10
"SLC38A5",1.07852094826124e-14,-4.20243742446122,0.002,0.033,1.97800741911111e-10
"HNRNPH1",1.08992191918933e-14,0.262791519295209,0.574,0.456,1.99891679979323e-10
"SH2B1",1.10940199427683e-14,-1.40420914544786,0.045,0.091,2.03464325750371e-10
"AKR1C3",1.11355817830714e-14,-3.54641596467775,0.007,0.043,2.04226569901529e-10
"HERPUD2",1.12276823314584e-14,-0.831516433168856,0.134,0.2,2.05915693958947e-10
"PKN2",1.13293924291585e-14,0.900493143377586,0.14,0.071,2.07781057150766e-10
"CELF1",1.14488344887095e-14,0.396642286142462,0.312,0.218,2.09971624522931e-10
"C1orf21",1.158568121285e-14,-2.87096697739967,0.01,0.046,2.12481393443669e-10
"LINC00694",1.16765409318858e-14,4.06441199770242,0.021,0.001,2.14147760690785e-10
"MRPS18B",1.16893568326614e-14,-0.868526233869314,0.119,0.186,2.1438280431101e-10
"FAM151B",1.21879174658088e-14,4.65947634357624,0.018,0.001,2.23526406322934e-10
"MAP9",1.22432437734961e-14,-3.95372608665876,0.004,0.035,2.24541090805918e-10
"AC159540.1",1.22572850459065e-14,-3.80991814972555,0.004,0.036,2.24798607741925e-10
"EWSR1",1.23174304924345e-14,-0.532189269323121,0.281,0.347,2.25901675231249e-10
"LTA",1.26430402966042e-14,-3.47464607435646,0.004,0.038,2.31873359039722e-10
"ZNF697",1.28731336969914e-14,6.33934259997336,0.016,0,2.36093272002823e-10
"RP11-977B10.2",1.34428405654594e-14,4.62004162978763,0.019,0.001,2.46541695970526e-10
"MCOLN1",1.34884181248361e-14,1.28571346585218,0.101,0.042,2.47377588409493e-10
"ICA1L",1.35046259999584e-14,-2.09918321133996,0.018,0.065,2.47674840839238e-10
"TNFRSF10B",1.36201706983866e-14,1.22384749407978,0.076,0.029,2.49793930608409e-10
"RP11-61J19.5",1.38798314600083e-14,1.9945297348543,0.046,0.011,2.54556108976552e-10
"TMEM222",1.39949183690786e-14,-1.5243973327488,0.035,0.088,2.56666802888901e-10
"LINC01094",1.39966422415082e-14,4.26862416829824,0.02,0.001,2.56698418709261e-10
"MAD1L1",1.40048958570812e-14,-0.87833039253035,0.12,0.188,2.56849790018869e-10
"PRLR",1.43020615070459e-14,5.99798584509878,0.016,0,2.62299808039222e-10
"PFKP",1.43181948664125e-14,-1.88181872084447,0.023,0.071,2.62595693850005e-10
"TPCN1",1.45754453289603e-14,1.29107963919305,0.075,0.028,2.67313667333131e-10
"SAE1",1.46660992284491e-14,-1.26280401915219,0.058,0.123,2.68976259849757e-10
"EPHX1",1.4709258495013e-14,2.18227948410089,0.039,0.008,2.69767800798538e-10
"ZBTB7B",1.49638909535781e-14,1.10132426631486,0.109,0.048,2.74437760088622e-10
"IGHG1",1.49879734279685e-14,-3.64510356082207,0.006,0.043,2.74879432668942e-10
"PCDH9",1.53964969933992e-14,-3.36206020351429,0.005,0.041,2.82371754858942e-10
"MIS12",1.55901545035615e-14,-1.95958300236045,0.018,0.066,2.85923433595317e-10
"ZNF677",1.59136714911229e-14,-2.00084750630495,0.02,0.068,2.91856735147194e-10
"THRA",1.62510781609903e-14,-1.86132150134609,0.024,0.07,2.98044773472562e-10
"PTGS1",1.63252373754882e-14,1.34212246590337,0.045,0.011,2.99404853466454e-10
"CHMP4A",1.65312113793147e-14,-0.390938154036591,0.334,0.37,3.03182416696632e-10
"HEATR3",1.67312884107714e-14,1.85941039080636,0.057,0.016,3.06851829453548e-10
"GAMT",1.72779791513024e-14,-1.8047105265948,0.025,0.071,3.16878137634886e-10
"MEAF6",1.74944154134009e-14,-0.448257529928368,0.299,0.352,3.20847578681773e-10
"ZNF559",1.78279201438633e-14,-2.03295055323757,0.02,0.065,3.26964055438453e-10
"LPAR5",1.81185430715151e-14,-3.3220930046725,0.005,0.04,3.32294079931587e-10
"DENR",1.83304973696998e-14,-0.65343664493818,0.178,0.232,3.36181321760295e-10
"PLEKHO2",1.83419974577612e-14,1.4030933780027,0.083,0.031,3.3639223337534e-10
"NBPF10",1.85045046444593e-14,1.53486784765912,0.056,0.017,3.39372615179383e-10
"ADGRE1",1.9111510485161e-14,1.52502776823821,0.076,0.027,3.50505102297852e-10
"PUM1",1.91273596293023e-14,0.904485645984567,0.178,0.098,3.50795775601405e-10
"ST6GAL1",1.92144647698224e-14,-1.10878683170452,0.078,0.136,3.52393283878544e-10
"KLHL36",1.92887693345842e-14,-1.22298235052251,0.059,0.11,3.53756029596274e-10
"PPP1R14A",1.93261957523475e-14,-3.55725354154411,0.007,0.043,3.54442430098053e-10
"ZNF600",1.94884168498515e-14,-1.79261855669271,0.03,0.076,3.57417565026277e-10
"ZNF766",1.95842875269203e-14,-1.51366865822729,0.041,0.09,3.59175833243718e-10
"PHF20L1",1.99987025805491e-14,0.562971581745669,0.237,0.152,3.6677620532727e-10
"RHOU",2.03631643143664e-14,2.38377294813154,0.038,0.007,3.7346043352548e-10
"COMMD5",2.05528925878984e-14,0.673798371596581,0.132,0.073,3.76940050062057e-10
"TLE4",2.05914464634808e-14,0.488290514779298,0.386,0.277,3.77647128140238e-10
"SYNCRIP",2.07447178965111e-14,0.541938734363709,0.284,0.189,3.80458126222014e-10
"ATXN1",2.0989849185619e-14,0.959844394508291,0.126,0.061,3.84953834064253e-10
"YWHAB",2.12069720315017e-14,0.317254721894421,0.724,0.633,3.88935867057742e-10
"KIF23",2.13935102490287e-14,4.31718476091723,0.021,0.001,3.92356977967187e-10
"FURIN",2.1395632285797e-14,1.69470332683086,0.065,0.021,3.92395896121517e-10
"RP4-539M6.22",2.23196564850701e-14,-2.70819911633911,0.01,0.047,4.09342499936185e-10
"HARS",2.27229856009261e-14,-1.1836525435397,0.063,0.129,4.16739555920985e-10
"ILF3",2.32324207835356e-14,-0.585648114544085,0.228,0.287,4.26082597170043e-10
"AKAP9",2.35228890705527e-14,-0.50722097402398,0.246,0.284,4.31409785553937e-10
"EVA1B",2.35447431661866e-14,1.94393481028606,0.039,0.008,4.31810589667863e-10
"WDR11",2.36684272008878e-14,0.774607413002927,0.158,0.087,4.34078954864283e-10
"UNC13D",2.39640524765949e-14,-0.863557980593495,0.107,0.156,4.39500722420751e-10
"SLC19A1",2.41456670497942e-14,2.0828996782805,0.047,0.011,4.42831533693226e-10
"G3BP2",2.43980552467551e-14,-0.616220565568811,0.233,0.322,4.47460333225488e-10
"ANKS3",2.4922458940727e-14,-2.47958644350594,0.013,0.052,4.57077896972933e-10
"IFT20",2.55054770549973e-14,0.686522449079457,0.23,0.141,4.67770449188651e-10
"SKP1",2.61602762219754e-14,-0.248773784490717,0.775,0.815,4.79779465911028e-10
"MYCBP",2.71277049812913e-14,0.881889031799053,0.132,0.067,4.97522109356883e-10
"RPAIN",2.88764459062004e-14,-0.660710528576363,0.157,0.202,5.29594017919714e-10
"GCLM",2.91507240773759e-14,-1.88414602046656,0.024,0.073,5.34624279579075e-10
"OXER1",3.07040455909954e-14,4.27362167300909,0.018,0.001,5.63112196138856e-10
"TRAPPC2L",3.08640404373143e-14,0.477217093220765,0.281,0.19,5.66046501620344e-10
"URI1",3.10990506755873e-14,-0.898908168062317,0.112,0.184,5.70356589390272e-10
"RNF113A",3.12143349643332e-14,-1.04801647700885,0.08,0.139,5.72470903245871e-10
"NCOR2",3.13674216511593e-14,1.16023379496877,0.101,0.043,5.75278513082261e-10
"RP11-67L2.2",3.15801373791735e-14,2.55447209515442,0.033,0.005,5.79179719534042e-10
"NR2C2AP",3.16018807152034e-14,-1.84298887832543,0.021,0.069,5.7957849231683e-10
"DDOST",3.20823844339845e-14,-0.464837541106688,0.237,0.271,5.88390930519276e-10
"GZF1",3.32918105587044e-14,1.58275471064353,0.062,0.02,6.10571805646639e-10
"STIM2",3.37762463016999e-14,-1.29539171572057,0.056,0.113,6.19456357173177e-10
"IFI44L",3.55085655973791e-14,1.46731635432324,0.072,0.025,6.51227093055933e-10
"KCNJ2",3.55265355200368e-14,3.95081890177288,0.021,0.001,6.51556661437474e-10
"AP1B1",3.61442017092247e-14,0.806975775582955,0.131,0.068,6.6288465934718e-10
"SAMD9",3.68075782371708e-14,-0.741962065236802,0.139,0.187,6.75050984869712e-10
"CDKN2AIP",3.70045028847448e-14,-1.70843896339599,0.03,0.082,6.7866258290622e-10
"RP11-544A12.8",3.7527172955231e-14,-1.40262191486973,0.05,0.104,6.88248351998936e-10
"CRIP1",3.77010269381692e-14,0.54273500060029,0.486,0.379,6.91436834046023e-10
"GIMAP6",3.77502758837612e-14,-0.993818341048343,0.096,0.158,6.9234005970818e-10
"MAST4",4.00636761737424e-14,-3.12547272925047,0.006,0.041,7.34767821026436e-10
"SMC6",4.02116252424351e-14,-1.41015917478709,0.05,0.091,7.37481206946259e-10
"ASNS",4.0247061233239e-14,-3.08277446330088,0.007,0.041,7.38131103017604e-10
"CXXC1",4.04539865835176e-14,-1.06667976534937,0.081,0.137,7.41926113941713e-10
"DNTTIP1",4.06931734118281e-14,0.95690962806561,0.138,0.07,7.46312800372926e-10
"MSR1",4.15387760690377e-14,3.48735746657928,0.026,0.003,7.61821153106152e-10
"ENOPH1",4.18159045165763e-14,-0.993625340957794,0.084,0.132,7.66903688834009e-10
"NAP1L1",4.22642911453573e-14,-0.248817926584175,0.805,0.816,7.75127099605853e-10
"MAP2K3",4.29619547984618e-14,0.668725262659221,0.256,0.163,7.87922251003789e-10
"EFR3A",4.29708306339058e-14,0.7448637215244,0.146,0.08,7.88085033825832e-10
"TXNRD2",4.417249202146e-14,1.28906065866695,0.103,0.045,8.10123503673576e-10
"MRPS31",4.44326599675604e-14,-1.05355079977179,0.075,0.141,8.14894983805058e-10
"FDPS",4.49598728619589e-14,-0.684320819127544,0.158,0.214,8.24564068288327e-10
"ATP1A1",4.52215059830311e-14,-0.473466272040985,0.312,0.372,8.29362419728791e-10
"RDH14",4.52383011020443e-14,-1.27366054738233,0.055,0.118,8.29670442211492e-10
"ZNF880",4.55195682048945e-14,-1.7339692451299,0.029,0.068,8.34828880877766e-10
"PRDM2",4.55364462193894e-14,-0.513115753485434,0.148,0.162,8.35138423663602e-10
"SIL1",4.65899466644254e-14,0.992221841916339,0.101,0.046,8.54459621825561e-10
"RSF1",4.66931555672723e-14,-0.773347665374256,0.149,0.217,8.56352473103774e-10
"SLC35C2",4.70135473947182e-14,-0.99756841098625,0.088,0.146,8.62228459219132e-10
"FGFR1OP2",4.7922553233562e-14,-0.700751795821231,0.18,0.257,8.78899626303527e-10
"KLHL5",4.80921781805361e-14,1.11794576529233,0.096,0.041,8.82010547831031e-10
"PHLDB3",4.93556808000936e-14,-2.32002851381738,0.013,0.054,9.05183185873716e-10
"PRKAR2A",4.97336702793247e-14,0.778668937724464,0.143,0.077,9.12115512922814e-10
"PIK3CB",5.09478481179175e-14,1.26959597483528,0.084,0.033,9.34383534482607e-10
"PCGF5",5.13427519472732e-14,0.45642067160291,0.251,0.169,9.4162607071299e-10
"MRPL1",5.21474733653634e-14,-1.1288889593912,0.077,0.139,9.56384661520764e-10
"KMT2C",5.23494216899139e-14,0.653968653606999,0.223,0.138,9.60088393793021e-10
"VTI1B",5.36515516974101e-14,0.572447830517737,0.22,0.138,9.839694581305e-10
"UQCRFS1",5.37307072564709e-14,0.455234520932224,0.443,0.329,9.85421171083677e-10
"GABPB1",5.44090889518853e-14,-0.558217158945227,0.261,0.334,9.97862691377577e-10
"ELOVL5",5.52814891045597e-14,0.201574818673602,0.279,0.21,1.01386251017762e-09
"KDM5D",5.63181851458293e-14,-1.52930228268119,0.038,0.09,1.03287551557451e-09
"RP11-902B17.1",5.65893834093876e-14,-3.02669865580637,0.004,0.037,1.03784929172817e-09
"CEP170",5.65959914850229e-14,1.04211118048175,0.099,0.044,1.03797048383532e-09
"PLA2G16",5.73135959685177e-14,0.521927531744357,0.108,0.061,1.05113135006262e-09
"CBX4",5.76287934098047e-14,1.25081163444499,0.104,0.046,1.05691207113582e-09
"DLEU1",5.81418976230695e-14,-2.52620696832458,0.011,0.051,1.0663224024071e-09
"IKZF1",5.86878174246253e-14,-0.475997479410617,0.344,0.421,1.07633457156763e-09
"ILF2",6.09783885225254e-14,-0.610070872654679,0.194,0.254,1.11834364550312e-09
"IRF9",6.15966109230999e-14,-1.3324241080487,0.055,0.113,1.12968184432965e-09
"NCOA1",6.3129183522947e-14,0.852953133586635,0.132,0.067,1.15778922581085e-09
"CSGALNACT1",6.33280174911981e-14,-1.8225212140948,0.027,0.076,1.16143584078857e-09
"SLC22A18",6.36880741598127e-14,1.29157809152253,0.075,0.028,1.16803928009096e-09
"BACE2",6.42505985786768e-14,-4.79313721154322,0.001,0.029,1.17835597793293e-09
"RSRP1",7.03590499957854e-14,-0.50903734249711,0.344,0.423,1.2903849769227e-09
"OXCT1",7.38624514402002e-14,-1.85598562389675,0.021,0.07,1.35463735941327e-09
"SLAMF1",7.49991276092812e-14,-2.66716893984637,0.01,0.046,1.37548400035422e-09
"AAMDC",7.52844111423819e-14,1.23304354618145,0.086,0.035,1.38071610035128e-09
"CACYBP",7.64152003702534e-14,-0.673281653093873,0.193,0.272,1.40145477479045e-09
"SSRP1",7.90487293434572e-14,-0.700366130968731,0.135,0.187,1.449753696159e-09
"PEPD",8.17955859547298e-14,0.411486532905469,0.215,0.144,1.50013104640974e-09
"TIGAR",8.24019957769339e-14,1.34370557055664,0.069,0.025,1.51125260254897e-09
"SPCS2",8.82903709148131e-14,-0.391526832336406,0.417,0.477,1.61924540257767e-09
"USP20",8.88258928710718e-14,-2.15079197616153,0.016,0.06,1.62906687525546e-09
"RIC1",8.97150454569223e-14,1.52060149707009,0.07,0.025,1.64537393367996e-09
"TRAK1",9.0802792396385e-14,1.34854827826269,0.08,0.031,1.6653232125497e-09
"LRRC59",9.28166112631501e-14,0.814079073931405,0.156,0.085,1.70225665056617e-09
"RNU11",9.41896522287417e-14,2.20683760724789,0.047,0.012,1.72743822187512e-09
"ARL16",9.56181193286798e-14,-0.986835476591973,0.084,0.13,1.75363630848799e-09
"MAP3K13",9.73209546992e-14,0.649891776185757,0.157,0.09,1.78486630918333e-09
"UBAC1",9.92434820694383e-14,1.08441509980115,0.109,0.05,1.8201254611535e-09
"DEXI",9.94680362884573e-14,-1.79439613456572,0.024,0.072,1.82424378553031e-09
"LINC00987",1.00855123233882e-13,-3.35552832803265,0.006,0.036,1.84968296010939e-09
"PPP1R11",1.02170368546344e-13,-0.69006988336472,0.167,0.233,1.87380455913996e-09
"CCDC109B",1.0351489306039e-13,-0.317769276817879,0.415,0.438,1.89846313872756e-09
"HELZ",1.03943229524271e-13,0.69433134639236,0.196,0.117,1.90631882947512e-09
"TOPORS",1.05336663098496e-13,-1.20920082258063,0.058,0.122,1.93187440122642e-09
"RIN1",1.0642595283545e-13,1.78179642706952,0.061,0.02,1.95185197500216e-09
"PRPF31",1.06609228011805e-13,-0.7132433726074,0.137,0.192,1.95521324173651e-09
"RP11-104L21.3",1.06620657696984e-13,-4.20869085285072,0.002,0.031,1.95542286216268e-09
"LDLR",1.07489871899631e-13,1.24465150907101,0.075,0.028,1.97136425063922e-09
"A1BG",1.07623689173477e-13,0.636971844106256,0.259,0.166,1.97381845944157e-09
"PCTP",1.10705971499815e-13,1.85939087654285,0.053,0.015,2.03034751730661e-09
"CIB1",1.11769269240809e-13,-0.386564618548442,0.43,0.497,2.04984839787644e-09
"ZBTB38",1.16622414654372e-13,-1.17172268855494,0.063,0.11,2.13885508476119e-09
"FIS1",1.17737559243735e-13,0.384214208850789,0.534,0.419,2.1593068365301e-09
"CDH23",1.18700009150975e-13,1.70501575789258,0.064,0.022,2.17695816782889e-09
"CA2",1.18828812773483e-13,1.0874743842671,0.056,0.018,2.17932042626569e-09
"RPAP2",1.22896541727563e-13,-1.54413992456677,0.035,0.089,2.25392257528351e-09
"CUTA",1.23691349513105e-13,-0.313075208428889,0.562,0.606,2.26849935007035e-09
